epoch,mean,std,frac_edge,frac_center,radius
1,0.028973,0.011457,0.000000,1.000000,2.000000
2,0.031428,0.013248,0.000000,1.000000,2.000000
1,0.028974,0.011469,0.000000,1.000000,2.000000
2,0.031702,0.013233,0.000000,1.000000,2.000000
3,0.034611,0.022601,0.000000,1.000000,2.000000
4,0.043631,0.033583,0.000000,1.000000,2.000000
5,0.063044,0.047659,0.000000,1.000000,2.000000
6,0.084905,0.059060,0.000000,1.000000,2.000000
7,0.111387,0.074819,0.000000,0.916667,2.000000
8,0.135085,0.092582,0.000000,0.708333,2.000000
9,0.162659,0.108001,0.000000,0.500000,2.000000
10,0.196943,0.124727,0.000000,0.500000,2.000000
11,0.224180,0.143723,0.000000,0.416667,2.000000
12,0.244239,0.159589,0.000000,0.416667,2.000000
13,0.267372,0.172704,0.000000,0.416667,2.000000
14,0.287129,0.183741,0.000000,0.375000,2.000000
15,0.307400,0.194192,0.000000,0.333333,2.000000
16,0.325913,0.201966,0.000000,0.333333,2.000000
17,0.342505,0.209706,0.000000,0.250000,2.000000
18,0.359565,0.217059,0.000000,0.250000,2.000000
19,0.373800,0.225183,0.000000,0.208333,2.000000
20,0.385556,0.234125,0.000000,0.208333,2.000000
21,0.401478,0.240269,0.000000,0.208333,2.000000
22,0.415592,0.245453,0.000000,0.208333,2.000000
23,0.427435,0.250000,0.000000,0.208333,2.000000
24,0.438765,0.253644,0.000000,0.208333,2.000000
25,0.451157,0.258296,0.000000,0.208333,2.000000
26,0.463716,0.262563,0.000000,0.208333,2.000000
27,0.474958,0.267133,0.000000,0.208333,2.000000
28,0.484842,0.269936,0.000000,0.208333,2.000000
29,0.492815,0.273479,0.000000,0.208333,2.000000
30,0.503295,0.275309,0.000000,0.208333,2.000000
31,0.512852,0.278649,0.000000,0.208333,2.000000
32,0.520521,0.280712,0.000000,0.208333,2.000000
33,0.529561,0.282443,0.000000,0.208333,2.000000
34,0.536036,0.284352,0.000000,0.208333,2.000000
35,0.542209,0.287020,0.000000,0.208333,2.000000
36,0.549547,0.290445,0.000000,0.208333,2.000000
37,0.556231,0.294489,0.000000,0.166667,2.000000
38,0.561701,0.298048,0.000000,0.166667,2.000000
39,0.568340,0.300700,0.000000,0.166667,2.000000
40,0.575251,0.303178,0.000000,0.125000,2.000000
41,0.581248,0.304572,0.000000,0.125000,2.000000
42,0.587257,0.306270,0.000000,0.125000,2.000000
43,0.593456,0.307344,0.000000,0.125000,2.000000
44,0.599597,0.310513,0.000000,0.125000,2.000000
45,0.603499,0.313082,0.000000,0.125000,2.000000
46,0.608111,0.316677,0.000000,0.125000,2.000000
47,0.611403,0.318119,0.000000,0.125000,2.000000
48,0.616252,0.320693,0.000000,0.125000,2.000000
49,0.621176,0.322140,0.000000,0.125000,2.000000
50,0.625433,0.325153,0.000000,0.125000,2.000000
51,0.628427,0.325200,0.000000,0.125000,2.000000
52,0.633801,0.327336,0.000000,0.125000,2.000000
53,0.639370,0.328442,0.000000,0.125000,2.000000
54,0.644262,0.329851,0.000000,0.125000,2.000000
55,0.648649,0.332043,0.000000,0.125000,2.000000
56,0.653000,0.336008,0.000000,0.125000,2.000000
57,0.656186,0.338482,0.000000,0.125000,2.000000
58,0.661110,0.341278,0.000000,0.125000,2.000000
59,0.664786,0.343538,0.000000,0.125000,2.000000
60,0.669841,0.346016,0.000000,0.125000,2.000000
61,0.673561,0.346133,0.000000,0.125000,2.000000
62,0.679676,0.350435,0.000000,0.125000,2.000000
63,0.683112,0.351953,0.000000,0.125000,2.000000
64,0.686607,0.353916,0.000000,0.125000,2.000000
65,0.692279,0.354117,0.000000,0.125000,2.000000
66,0.697771,0.357919,0.000000,0.125000,2.000000
67,0.703369,0.359243,0.000000,0.125000,2.000000
68,0.705469,0.362766,0.000000,0.125000,2.000000
69,0.711991,0.364735,0.000000,0.125000,2.000000
70,0.716875,0.366287,0.000000,0.125000,2.000000
71,0.721483,0.368304,0.000000,0.125000,2.000000
72,0.725816,0.371676,0.000000,0.125000,2.000000
73,0.731506,0.373309,0.000000,0.125000,2.000000
74,0.734959,0.375667,0.000000,0.125000,2.000000
75,0.738995,0.376657,0.000000,0.125000,2.000000
76,0.742323,0.378340,0.000000,0.125000,2.000000
77,0.744918,0.380701,0.000000,0.125000,2.000000
78,0.748848,0.382942,0.000000,0.125000,2.000000
79,0.752201,0.382697,0.000000,0.125000,2.000000
80,0.756577,0.383548,0.000000,0.125000,2.000000
81,0.761334,0.385071,0.000000,0.125000,2.000000
82,0.765621,0.388964,0.000000,0.125000,2.000000
83,0.770708,0.390362,0.000000,0.125000,2.000000
84,0.775825,0.392832,0.000000,0.125000,2.000000
85,0.777909,0.393722,0.000000,0.125000,2.000000
86,0.780973,0.393296,0.000000,0.125000,2.000000
87,0.783747,0.395401,0.000000,0.125000,2.000000
88,0.786299,0.396590,0.000000,0.125000,2.000000
89,0.788679,0.398075,0.000000,0.125000,2.000000
90,0.790124,0.399160,0.000000,0.125000,2.000000
91,0.792230,0.400744,0.000000,0.125000,2.000000
92,0.796470,0.403869,0.000000,0.125000,2.000000
93,0.799532,0.404827,0.000000,0.125000,2.000000
94,0.805463,0.405937,0.000000,0.125000,2.000000
95,0.808743,0.405783,0.000000,0.125000,2.000000
96,0.812509,0.405314,0.000000,0.125000,2.000000
97,0.815468,0.406496,0.000000,0.125000,2.000000
98,0.819007,0.407059,0.000000,0.125000,2.000000
99,0.822492,0.408341,0.000000,0.125000,2.000000
100,0.827804,0.408897,0.000000,0.125000,2.000000
101,0.832862,0.408419,0.000000,0.125000,2.000000
102,0.835665,0.406505,0.000000,0.125000,2.000000
103,0.839368,0.408114,0.000000,0.125000,2.000000
104,0.842690,0.409570,0.000000,0.125000,2.000000
105,0.846493,0.411561,0.000000,0.125000,2.000000
106,0.851236,0.412983,0.000000,0.125000,2.000000
107,0.852818,0.415339,0.000000,0.125000,2.000000
108,0.857669,0.416293,0.000000,0.125000,2.000000
109,0.862423,0.417102,0.000000,0.125000,2.000000
110,0.864285,0.416497,0.000000,0.125000,2.000000
111,0.866951,0.418720,0.000000,0.125000,2.000000
112,0.870755,0.418664,0.000000,0.125000,2.000000
113,0.874041,0.419316,0.000000,0.125000,2.000000
114,0.877050,0.418326,0.000000,0.125000,2.000000
115,0.883411,0.418874,0.000000,0.125000,2.000000
116,0.885971,0.419935,0.000000,0.125000,2.000000
117,0.888756,0.418583,0.000000,0.125000,2.000000
118,0.891097,0.421135,0.000000,0.125000,2.000000
119,0.894637,0.420837,0.000000,0.083333,2.000000
120,0.897630,0.422532,0.000000,0.083333,2.000000
121,0.899765,0.422558,0.000000,0.083333,2.000000
122,0.900798,0.422528,0.000000,0.083333,2.000000
123,0.902917,0.422427,0.000000,0.083333,2.000000
124,0.905793,0.422653,0.000000,0.083333,2.000000
125,0.908927,0.424490,0.000000,0.083333,2.000000
126,0.913843,0.423823,0.000000,0.083333,2.000000
127,0.917770,0.424075,0.000000,0.083333,2.000000
128,0.919791,0.423272,0.000000,0.083333,2.000000
129,0.922865,0.425137,0.000000,0.083333,2.000000
130,0.927154,0.426190,0.000000,0.083333,2.000000
131,0.929870,0.426790,0.000000,0.083333,2.000000
132,0.932539,0.428743,0.000000,0.083333,2.000000
133,0.938557,0.431330,0.000000,0.083333,2.000000
134,0.943103,0.430952,0.000000,0.083333,2.000000
135,0.947568,0.430629,0.000000,0.083333,2.000000
136,0.950274,0.432760,0.000000,0.083333,2.000000
137,0.954124,0.432547,0.000000,0.083333,2.000000
138,0.958274,0.431016,0.000000,0.083333,2.000000
139,0.961657,0.431554,0.000000,0.083333,2.000000
140,0.965040,0.432818,0.000000,0.083333,2.000000
141,0.968218,0.433089,0.000000,0.083333,2.000000
142,0.969605,0.434585,0.000000,0.083333,2.000000
143,0.972117,0.437068,0.000000,0.083333,2.000000
144,0.973474,0.438485,0.000000,0.083333,2.000000
145,0.975108,0.437906,0.000000,0.083333,2.000000
146,0.977443,0.437227,0.000000,0.083333,2.000000
147,0.981102,0.437061,0.000000,0.083333,2.000000
148,0.983226,0.438866,0.000000,0.083333,2.000000
149,0.984129,0.439752,0.000000,0.083333,2.000000
150,0.985273,0.439664,0.000000,0.083333,2.000000
151,0.987475,0.442385,0.000000,0.083333,2.000000
152,0.989006,0.441556,0.000000,0.083333,2.000000
153,0.989528,0.443045,0.000000,0.083333,2.000000
154,0.991543,0.443614,0.000000,0.083333,2.000000
155,0.992941,0.443663,0.000000,0.083333,2.000000
156,0.995503,0.443322,0.000000,0.083333,2.000000
157,0.996894,0.443894,0.000000,0.083333,2.000000
158,0.998981,0.443693,0.000000,0.083333,2.000000
159,1.000272,0.442420,0.000000,0.083333,2.000000
160,1.001152,0.443726,0.000000,0.083333,2.000000
161,1.003829,0.443357,0.000000,0.083333,2.000000
162,1.004354,0.442731,0.000000,0.083333,2.000000
163,1.004619,0.443013,0.000000,0.083333,2.000000
164,1.006707,0.442420,0.000000,0.083333,2.000000
165,1.008705,0.443343,0.000000,0.083333,2.000000
166,1.009784,0.443224,0.000000,0.083333,2.000000
167,1.011660,0.446507,0.000000,0.083333,2.000000
168,1.012818,0.445750,0.000000,0.083333,2.000000
169,1.013170,0.445784,0.000000,0.083333,2.000000
170,1.014597,0.445831,0.000000,0.083333,2.000000
171,1.014783,0.445094,0.000000,0.083333,2.000000
172,1.016683,0.445505,0.000000,0.083333,2.000000
173,1.017242,0.445831,0.000000,0.083333,2.000000
174,1.019916,0.446842,0.000000,0.083333,2.000000
175,1.021281,0.448087,0.000000,0.083333,2.000000
176,1.024519,0.447001,0.000000,0.083333,2.000000
177,1.027056,0.447587,0.000000,0.083333,2.000000
178,1.029753,0.447608,0.000000,0.083333,2.000000
179,1.030458,0.446936,0.000000,0.083333,2.000000
180,1.031684,0.447101,0.000000,0.083333,2.000000
181,1.032306,0.447864,0.000000,0.083333,2.000000
182,1.033193,0.448852,0.000000,0.083333,2.000000
183,1.033557,0.449519,0.000000,0.083333,2.000000
184,1.034871,0.448676,0.000000,0.083333,2.000000
185,1.036449,0.448878,0.000000,0.083333,2.000000
186,1.038600,0.448991,0.000000,0.083333,2.000000
187,1.040343,0.449499,0.000000,0.083333,2.000000
188,1.040362,0.450130,0.000000,0.083333,2.000000
189,1.042974,0.448979,0.000000,0.083333,2.000000
190,1.043365,0.448643,0.000000,0.083333,2.000000
191,1.043347,0.448806,0.000000,0.083333,2.000000
192,1.043357,0.448813,0.000000,0.083333,2.000000
193,1.043357,0.448813,0.000000,0.083333,2.000000
194,1.043357,0.448813,0.000000,0.083333,2.000000
195,1.043357,0.448813,0.000000,0.083333,2.000000
196,1.043357,0.448813,0.000000,0.083333,2.000000
197,1.043357,0.448813,0.000000,0.083333,2.000000
198,1.043357,0.448813,0.000000,0.083333,2.000000
199,1.043357,0.448813,0.000000,0.083333,2.000000
200,1.043357,0.448813,0.000000,0.083333,2.000000
201,1.043357,0.448813,0.000000,0.083333,2.000000
202,1.043357,0.448813,0.000000,0.083333,2.000000
203,1.043357,0.448813,0.000000,0.083333,2.000000
204,1.043357,0.448813,0.000000,0.083333,2.000000
205,1.043357,0.448813,0.000000,0.083333,2.000000
206,1.043357,0.448813,0.000000,0.083333,2.000000
207,1.043357,0.448813,0.000000,0.083333,2.000000
208,1.043357,0.448813,0.000000,0.083333,2.000000
209,1.043357,0.448813,0.000000,0.083333,2.000000
210,1.043357,0.448813,0.000000,0.083333,2.000000
211,1.043357,0.448813,0.000000,0.083333,2.000000
212,1.043357,0.448813,0.000000,0.083333,2.000000
213,1.043357,0.448813,0.000000,0.083333,2.000000
214,1.043357,0.448813,0.000000,0.083333,2.000000
215,1.043357,0.448813,0.000000,0.083333,2.000000
216,1.043357,0.448813,0.000000,0.083333,2.000000
217,1.043357,0.448813,0.000000,0.083333,2.000000
218,1.043357,0.448813,0.000000,0.083333,2.000000
219,1.043357,0.448813,0.000000,0.083333,2.000000
220,1.043357,0.448813,0.000000,0.083333,2.000000
221,1.043357,0.448813,0.000000,0.083333,2.000000
222,1.043357,0.448813,0.000000,0.083333,2.000000
223,1.043357,0.448813,0.000000,0.083333,2.000000
224,1.043357,0.448813,0.000000,0.083333,2.000000
225,1.043357,0.448813,0.000000,0.083333,2.000000
226,1.043357,0.448813,0.000000,0.083333,2.000000
227,1.043357,0.448813,0.000000,0.083333,2.000000
228,1.043357,0.448813,0.000000,0.083333,2.000000
229,1.043357,0.448813,0.000000,0.083333,2.000000
230,1.043357,0.448813,0.000000,0.083333,2.000000
231,1.043357,0.448813,0.000000,0.083333,2.000000
232,1.043357,0.448813,0.000000,0.083333,2.000000
233,1.043357,0.448813,0.000000,0.083333,2.000000
234,1.043357,0.448813,0.000000,0.083333,2.000000
235,1.043357,0.448813,0.000000,0.083333,2.000000
236,1.043357,0.448813,0.000000,0.083333,2.000000
237,1.043357,0.448813,0.000000,0.083333,2.000000
238,1.043357,0.448813,0.000000,0.083333,2.000000
239,1.043357,0.448813,0.000000,0.083333,2.000000
240,1.043357,0.448813,0.000000,0.083333,2.000000
241,1.043357,0.448813,0.000000,0.083333,2.000000
242,1.043357,0.448813,0.000000,0.083333,2.000000
243,1.043357,0.448813,0.000000,0.083333,2.000000
244,1.043357,0.448813,0.000000,0.083333,2.000000
245,1.043357,0.448813,0.000000,0.083333,2.000000
246,1.043357,0.448813,0.000000,0.083333,2.000000
247,1.043357,0.448813,0.000000,0.083333,2.000000
248,1.043357,0.448813,0.000000,0.083333,2.000000
249,1.043357,0.448813,0.000000,0.083333,2.000000
250,1.043357,0.448813,0.000000,0.083333,2.000000
251,1.043357,0.448813,0.000000,0.083333,2.000000
252,1.043357,0.448813,0.000000,0.083333,2.000000
253,1.043357,0.448813,0.000000,0.083333,2.000000
254,1.043357,0.448813,0.000000,0.083333,2.000000
255,1.043357,0.448813,0.000000,0.083333,2.000000
256,1.043357,0.448813,0.000000,0.083333,2.000000
257,1.043357,0.448813,0.000000,0.083333,2.000000
258,1.043357,0.448813,0.000000,0.083333,2.000000
259,1.043357,0.448813,0.000000,0.083333,2.000000
260,1.043357,0.448813,0.000000,0.083333,2.000000
261,1.043357,0.448813,0.000000,0.083333,2.000000
262,1.043357,0.448813,0.000000,0.083333,2.000000
263,1.043357,0.448813,0.000000,0.083333,2.000000
264,1.043357,0.448813,0.000000,0.083333,2.000000
265,1.043357,0.448813,0.000000,0.083333,2.000000
266,1.043357,0.448813,0.000000,0.083333,2.000000
267,1.043357,0.448813,0.000000,0.083333,2.000000
268,1.043357,0.448813,0.000000,0.083333,2.000000
269,1.043357,0.448813,0.000000,0.083333,2.000000
270,1.043357,0.448813,0.000000,0.083333,2.000000
271,1.043357,0.448813,0.000000,0.083333,2.000000
272,1.043357,0.448813,0.000000,0.083333,2.000000
273,1.043357,0.448813,0.000000,0.083333,2.000000
274,1.043357,0.448813,0.000000,0.083333,2.000000
275,1.043357,0.448813,0.000000,0.083333,2.000000
276,1.043357,0.448813,0.000000,0.083333,2.000000
277,1.043357,0.448813,0.000000,0.083333,2.000000
278,1.043357,0.448813,0.000000,0.083333,2.000000
279,1.043357,0.448813,0.000000,0.083333,2.000000
280,1.043357,0.448813,0.000000,0.083333,2.000000
281,1.043357,0.448813,0.000000,0.083333,2.000000
282,1.043357,0.448813,0.000000,0.083333,2.000000
283,1.043357,0.448813,0.000000,0.083333,2.000000
284,1.043357,0.448813,0.000000,0.083333,2.000000
285,1.043357,0.448813,0.000000,0.083333,2.000000
286,1.043357,0.448813,0.000000,0.083333,2.000000
287,1.043357,0.448813,0.000000,0.083333,2.000000
288,1.043357,0.448813,0.000000,0.083333,2.000000
289,1.043357,0.448813,0.000000,0.083333,2.000000
290,1.043357,0.448813,0.000000,0.083333,2.000000
291,1.043357,0.448813,0.000000,0.083333,2.000000
292,1.043357,0.448813,0.000000,0.083333,2.000000
293,1.043357,0.448813,0.000000,0.083333,2.000000
294,1.043357,0.448813,0.000000,0.083333,2.000000
295,1.043357,0.448813,0.000000,0.083333,2.000000
296,1.043357,0.448813,0.000000,0.083333,2.000000
297,1.043357,0.448813,0.000000,0.083333,2.000000
298,1.043357,0.448813,0.000000,0.083333,2.000000
299,1.043357,0.448813,0.000000,0.083333,2.000000
300,1.043357,0.448813,0.000000,0.083333,2.000000
301,1.043357,0.448813,0.000000,0.083333,2.000000
302,1.043357,0.448813,0.000000,0.083333,2.000000
303,1.043357,0.448813,0.000000,0.083333,2.000000
304,1.043357,0.448813,0.000000,0.083333,2.000000
305,1.043357,0.448813,0.000000,0.083333,2.000000
306,1.043357,0.448813,0.000000,0.083333,2.000000
307,1.043357,0.448813,0.000000,0.083333,2.000000
308,1.043357,0.448813,0.000000,0.083333,2.000000
309,1.043357,0.448813,0.000000,0.083333,2.000000
310,1.043357,0.448813,0.000000,0.083333,2.000000
311,1.043357,0.448813,0.000000,0.083333,2.000000
312,1.043357,0.448813,0.000000,0.083333,2.000000
313,1.043357,0.448813,0.000000,0.083333,2.000000
314,1.043357,0.448813,0.000000,0.083333,2.000000
315,1.043357,0.448813,0.000000,0.083333,2.000000
316,1.043357,0.448813,0.000000,0.083333,2.000000
317,1.043357,0.448813,0.000000,0.083333,2.000000
318,1.043357,0.448813,0.000000,0.083333,2.000000
319,1.043357,0.448813,0.000000,0.083333,2.000000
320,1.043357,0.448813,0.000000,0.083333,2.000000
321,1.043357,0.448813,0.000000,0.083333,2.000000
322,1.043357,0.448813,0.000000,0.083333,2.000000
323,1.043357,0.448813,0.000000,0.083333,2.000000
324,1.043357,0.448813,0.000000,0.083333,2.000000
325,1.043357,0.448813,0.000000,0.083333,2.000000
326,1.043357,0.448813,0.000000,0.083333,2.000000
327,1.043357,0.448813,0.000000,0.083333,2.000000
328,1.043357,0.448813,0.000000,0.083333,2.000000
329,1.043357,0.448813,0.000000,0.083333,2.000000
330,1.043357,0.448813,0.000000,0.083333,2.000000
331,1.043357,0.448813,0.000000,0.083333,2.000000
332,1.043357,0.448813,0.000000,0.083333,2.000000
333,1.043357,0.448813,0.000000,0.083333,2.000000
334,1.043357,0.448813,0.000000,0.083333,2.000000
335,1.043357,0.448813,0.000000,0.083333,2.000000
336,1.043357,0.448813,0.000000,0.083333,2.000000
337,1.043357,0.448813,0.000000,0.083333,2.000000
338,1.043357,0.448813,0.000000,0.083333,2.000000
339,1.043357,0.448813,0.000000,0.083333,2.000000
340,1.043357,0.448813,0.000000,0.083333,2.000000
341,1.043357,0.448813,0.000000,0.083333,2.000000
342,1.043357,0.448813,0.000000,0.083333,2.000000
343,1.043357,0.448813,0.000000,0.083333,2.000000
344,1.043357,0.448813,0.000000,0.083333,2.000000
345,1.043357,0.448813,0.000000,0.083333,2.000000
346,1.043357,0.448813,0.000000,0.083333,2.000000
347,1.043357,0.448813,0.000000,0.083333,2.000000
348,1.043357,0.448813,0.000000,0.083333,2.000000
349,1.043357,0.448813,0.000000,0.083333,2.000000
350,1.043357,0.448813,0.000000,0.083333,2.000000
351,1.043357,0.448813,0.000000,0.083333,2.000000
352,1.043357,0.448813,0.000000,0.083333,2.000000
353,1.043357,0.448813,0.000000,0.083333,2.000000
354,1.043357,0.448813,0.000000,0.083333,2.000000
355,1.043357,0.448813,0.000000,0.083333,2.000000
356,1.043357,0.448813,0.000000,0.083333,2.000000
357,1.043357,0.448813,0.000000,0.083333,2.000000
358,1.043357,0.448813,0.000000,0.083333,2.000000
359,1.043357,0.448813,0.000000,0.083333,2.000000
360,1.043357,0.448813,0.000000,0.083333,2.000000
361,1.043357,0.448813,0.000000,0.083333,2.000000
362,1.043357,0.448813,0.000000,0.083333,2.000000
363,1.043357,0.448813,0.000000,0.083333,2.000000
364,1.043357,0.448813,0.000000,0.083333,2.000000
365,1.043357,0.448813,0.000000,0.083333,2.000000
366,1.043357,0.448813,0.000000,0.083333,2.000000
367,1.043357,0.448813,0.000000,0.083333,2.000000
368,1.043357,0.448813,0.000000,0.083333,2.000000
369,1.043357,0.448813,0.000000,0.083333,2.000000
370,1.043357,0.448813,0.000000,0.083333,2.000000
371,1.043357,0.448813,0.000000,0.083333,2.000000
372,1.043357,0.448813,0.000000,0.083333,2.000000
373,1.043357,0.448813,0.000000,0.083333,2.000000
374,1.043357,0.448813,0.000000,0.083333,2.000000
375,1.043357,0.448813,0.000000,0.083333,2.000000
376,1.043357,0.448813,0.000000,0.083333,2.000000
377,1.043357,0.448813,0.000000,0.083333,2.000000
378,1.043357,0.448813,0.000000,0.083333,2.000000
379,1.043357,0.448813,0.000000,0.083333,2.000000
380,1.043357,0.448813,0.000000,0.083333,2.000000
381,1.043357,0.448813,0.000000,0.083333,2.000000
382,1.043357,0.448813,0.000000,0.083333,2.000000
383,1.043357,0.448813,0.000000,0.083333,2.000000
384,1.043357,0.448813,0.000000,0.083333,2.000000
385,1.043357,0.448813,0.000000,0.083333,2.000000
386,1.043357,0.448813,0.000000,0.083333,2.000000
387,1.043357,0.448813,0.000000,0.083333,2.000000
388,1.043357,0.448813,0.000000,0.083333,2.000000
389,1.043357,0.448813,0.000000,0.083333,2.000000
390,1.043357,0.448813,0.000000,0.083333,2.000000
391,1.043357,0.448813,0.000000,0.083333,2.000000
392,1.043357,0.448813,0.000000,0.083333,2.000000
393,1.043357,0.448813,0.000000,0.083333,2.000000
394,1.043357,0.448813,0.000000,0.083333,2.000000
395,1.043357,0.448813,0.000000,0.083333,2.000000
396,1.043357,0.448813,0.000000,0.083333,2.000000
397,1.043357,0.448813,0.000000,0.083333,2.000000
398,1.043357,0.448813,0.000000,0.083333,2.000000
399,1.043357,0.448813,0.000000,0.083333,2.000000
400,1.043357,0.448813,0.000000,0.083333,2.000000
401,1.043357,0.448813,0.000000,0.083333,2.000000
402,1.043357,0.448813,0.000000,0.083333,2.000000
403,1.043357,0.448813,0.000000,0.083333,2.000000
404,1.043357,0.448813,0.000000,0.083333,2.000000
405,1.043357,0.448813,0.000000,0.083333,2.000000
406,1.043357,0.448813,0.000000,0.083333,2.000000
407,1.043357,0.448813,0.000000,0.083333,2.000000
408,1.043357,0.448813,0.000000,0.083333,2.000000
409,1.043357,0.448813,0.000000,0.083333,2.000000
410,1.043357,0.448813,0.000000,0.083333,2.000000
411,1.043357,0.448813,0.000000,0.083333,2.000000
412,1.043357,0.448813,0.000000,0.083333,2.000000
413,1.043357,0.448813,0.000000,0.083333,2.000000
414,1.043357,0.448813,0.000000,0.083333,2.000000
415,1.043357,0.448813,0.000000,0.083333,2.000000
416,1.043357,0.448813,0.000000,0.083333,2.000000
417,1.043357,0.448813,0.000000,0.083333,2.000000
418,1.043357,0.448813,0.000000,0.083333,2.000000
419,1.043357,0.448813,0.000000,0.083333,2.000000
420,1.043357,0.448813,0.000000,0.083333,2.000000
421,1.043357,0.448813,0.000000,0.083333,2.000000
422,1.043357,0.448813,0.000000,0.083333,2.000000
423,1.043357,0.448813,0.000000,0.083333,2.000000
424,1.043357,0.448813,0.000000,0.083333,2.000000
425,1.043357,0.448813,0.000000,0.083333,2.000000
426,1.043357,0.448813,0.000000,0.083333,2.000000
427,1.043357,0.448813,0.000000,0.083333,2.000000
428,1.043357,0.448813,0.000000,0.083333,2.000000
429,1.043357,0.448813,0.000000,0.083333,2.000000
430,1.043357,0.448813,0.000000,0.083333,2.000000
431,1.043357,0.448813,0.000000,0.083333,2.000000
432,1.043357,0.448813,0.000000,0.083333,2.000000
433,1.043357,0.448813,0.000000,0.083333,2.000000
434,1.043357,0.448813,0.000000,0.083333,2.000000
435,1.043357,0.448813,0.000000,0.083333,2.000000
436,1.043357,0.448813,0.000000,0.083333,2.000000
437,1.043357,0.448813,0.000000,0.083333,2.000000
438,1.043357,0.448813,0.000000,0.083333,2.000000
439,1.043357,0.448813,0.000000,0.083333,2.000000
440,1.043357,0.448813,0.000000,0.083333,2.000000
441,1.043357,0.448813,0.000000,0.083333,2.000000
442,1.043357,0.448813,0.000000,0.083333,2.000000
443,1.043357,0.448813,0.000000,0.083333,2.000000
444,1.043357,0.448813,0.000000,0.083333,2.000000
445,1.043357,0.448813,0.000000,0.083333,2.000000
446,1.043357,0.448813,0.000000,0.083333,2.000000
447,1.043358,0.448813,0.000000,0.083333,2.000000
448,1.043358,0.448813,0.000000,0.083333,2.000000
449,1.043358,0.448813,0.000000,0.083333,2.000000
450,1.043358,0.448813,0.000000,0.083333,2.000000
451,1.043358,0.448813,0.000000,0.083333,2.000000
452,1.043358,0.448813,0.000000,0.083333,2.000000
453,1.043358,0.448813,0.000000,0.083333,2.000000
454,1.043358,0.448813,0.000000,0.083333,2.000000
455,1.043358,0.448813,0.000000,0.083333,2.000000
456,1.043358,0.448813,0.000000,0.083333,2.000000
457,1.043358,0.448813,0.000000,0.083333,2.000000
458,1.043358,0.448813,0.000000,0.083333,2.000000
459,1.043358,0.448813,0.000000,0.083333,2.000000
460,1.043358,0.448813,0.000000,0.083333,2.000000
461,1.043358,0.448813,0.000000,0.083333,2.000000
462,1.043358,0.448813,0.000000,0.083333,2.000000
463,1.043358,0.448813,0.000000,0.083333,2.000000
464,1.043358,0.448813,0.000000,0.083333,2.000000
465,1.043358,0.448813,0.000000,0.083333,2.000000
466,1.043358,0.448813,0.000000,0.083333,2.000000
467,1.043358,0.448813,0.000000,0.083333,2.000000
468,1.043358,0.448813,0.000000,0.083333,2.000000
469,1.043358,0.448813,0.000000,0.083333,2.000000
470,1.043358,0.448813,0.000000,0.083333,2.000000
471,1.043358,0.448813,0.000000,0.083333,2.000000
472,1.043358,0.448813,0.000000,0.083333,2.000000
473,1.043358,0.448813,0.000000,0.083333,2.000000
474,1.043358,0.448813,0.000000,0.083333,2.000000
475,1.043358,0.448813,0.000000,0.083333,2.000000
476,1.043358,0.448813,0.000000,0.083333,2.000000
477,1.043358,0.448813,0.000000,0.083333,2.000000
478,1.043358,0.448813,0.000000,0.083333,2.000000
479,1.043358,0.448813,0.000000,0.083333,2.000000
480,1.043358,0.448813,0.000000,0.083333,2.000000
481,1.043358,0.448813,0.000000,0.083333,2.000000
482,1.043358,0.448813,0.000000,0.083333,2.000000
483,1.043358,0.448813,0.000000,0.083333,2.000000
484,1.043358,0.448813,0.000000,0.083333,2.000000
485,1.043358,0.448813,0.000000,0.083333,2.000000
1,0.029126,0.012440,0.000000,1.000000,2.000000
2,0.031173,0.015307,0.000000,1.000000,2.000000
3,0.036595,0.023017,0.000000,1.000000,2.000000
4,0.048330,0.033525,0.000000,1.000000,2.000000
5,0.067907,0.044311,0.000000,1.000000,2.000000
6,0.089969,0.056854,0.000000,1.000000,2.000000
7,0.114336,0.072069,0.000000,0.958333,2.000000
8,0.139871,0.090651,0.000000,0.625000,2.000000
9,0.169994,0.106159,0.000000,0.541667,2.000000
10,0.201526,0.122224,0.000000,0.458333,2.000000
11,0.228972,0.139626,0.000000,0.375000,2.000000
12,0.259966,0.154989,0.000000,0.291667,2.000000
13,0.283314,0.169165,0.000000,0.291667,2.000000
14,0.305474,0.180455,0.000000,0.291667,2.000000
15,0.327789,0.191904,0.000000,0.291667,2.000000
16,0.345751,0.201509,0.000000,0.291667,2.000000
17,0.358805,0.211353,0.000000,0.291667,2.000000
18,0.370244,0.222592,0.000000,0.291667,2.000000
